Zeit;FahrradbrueckeFahrradbruecke;FahrradbrueckeFahrradbruecke stadteinwärts Fahrräder;FahrradbrueckeFahrradbruecke stadtauswärts Fahrräder;Symbol Wetter;Temperatur (°C);Gefühlte Temperatur (°C);Regen (mm)
11.03.2020 16:00;754;355;399;Leicht bewölkt;14;13;0
11.03.2020 17:00;770;342;428;Leichter Regenschauer;13;13;1
11.03.2020 18:00;634;285;349;Leichter Regenschauer;12;12;2
11.03.2020 19:00;488;238;250;Leichter Regenschauer;12;11;1
11.03.2020 20:00;375;151;224;Leichter Regenschauer;11;10;1
11.03.2020 21:00;192;96;96;Leichter Regenschauer;10;9;1
11.03.2020 22:00;174;78;96;Leichter Regenschauer;10;8;0
11.03.2020 23:00;127;55;72;Stellenweiser Regenfall;9;8;0
12.03.2020 00:00;37;20;17;Stellenweiser Regenfall;9;7;1
12.03.2020 01:00;24;5;19;Stellenweiser Regenfall;8;7;0
12.03.2020 02:00;4;2;2;Stellenweiser Regenfall;8;6;0
12.03.2020 03:00;10;4;6;Stellenweiser Regenfall;7;6;0
12.03.2020 04:00;6;6;0;Stellenweiser Regenfall;7;6;0
12.03.2020 05:00;36;26;10;Leicht bewölkt;7;6;0
12.03.2020 06:00;153;94;59;Leicht bewölkt;8;6;0
12.03.2020 07:00;843;504;339;Leicht bewölkt;8;7;0
12.03.2020 08:00;666;374;292;Bedeckt;9;8;0
12.03.2020 09:00;574;339;235;Bedeckt;10;8;0
12.03.2020 10:00;332;192;140;Bedeckt;11;9;0
12.03.2020 11:00;418;217;201;Bedeckt;12;10;0
12.03.2020 12:00;501;216;285;Bedeckt;13;11;0
12.03.2020 13:00;710;272;438;Bedeckt;13;12;0
12.03.2020 14:00;536;248;288;Bedeckt;13;12;0
12.03.2020 15:00;768;392;376;Bedeckt;13;12;0
12.03.2020 16:00;719;329;390;Bedeckt;13;12;0
12.03.2020 17:00;822;360;462;Bedeckt;12;11;0
12.03.2020 18:00;684;340;344;Bedeckt;12;11;0
12.03.2020 19:00;389;191;198;Bedeckt;12;10;0
12.03.2020 20:00;317;143;174;Leicht bewölkt;11;9;1
12.03.2020 21:00;204;72;132;Leicht bewölkt;10;9;1
12.03.2020 22:00;159;65;94;Leicht bewölkt;10;8;0
12.03.2020 23:00;94;28;66;Nieselregen;9;7;1
13.03.2020 00:00;51;22;29;Nieselregen;9;7;1
13.03.2020 01:00;29;15;14;Nieselregen;8;6;1
13.03.2020 02:00;12;4;8;Nieselregen;8;6;1
13.03.2020 03:00;5;2;3;Nieselregen;7;5;1
13.03.2020 04:00;6;4;2;Nieselregen;7;5;1
13.03.2020 05:00;35;25;10;Nieselregen;7;4;1
13.03.2020 06:00;119;73;46;Nieselregen;6;3;1
13.03.2020 07:00;745;437;308;Nieselregen;6;3;1
13.03.2020 08:00;586;367;219;Stellenweiser Nieselregen;6;3;1
13.03.2020 09:00;539;335;204;Stellenweiser Nieselregen;6;3;1
13.03.2020 10:00;366;205;161;Stellenweiser Nieselregen;7;4;0
13.03.2020 11:00;480;238;242;Nieselregen;8;5;1
13.03.2020 12:00;659;307;352;Nieselregen;8;6;1
13.03.2020 13:00;739;269;470;Nieselregen;9;6;1
13.03.2020 14:00;638;303;335;Stellenweiser Regenfall;9;7;0
13.03.2020 15:00;621;310;311;Stellenweiser Regenfall;9;7;0
13.03.2020 16:00;673;301;372;Stellenweiser Regenfall;8;6;0
13.03.2020 17:00;641;282;359;Leicht bewölkt;7;6;0
13.03.2020 18:00;549;201;348;Leicht bewölkt;6;5;0
13.03.2020 19:00;413;202;211;Leicht bewölkt;5;4;0
13.03.2020 20:00;243;123;120;Leicht bewölkt;4;4;0
13.03.2020 21:00;169;78;91;Leicht bewölkt;3;3;0
13.03.2020 22:00;127;56;71;Leicht bewölkt;3;3;0
13.03.2020 23:00;130;54;76;Leicht bewölkt;2;2;0
14.03.2020 00:00;84;32;52;Leicht bewölkt;2;2;0
14.03.2020 01:00;76;26;50;Leicht bewölkt;2;1;0
14.03.2020 02:00;42;26;16;Bedeckt;2;1;0
14.03.2020 03:00;23;9;14;Bedeckt;1;1;0
14.03.2020 04:00;9;6;3;Bedeckt;2;1;0
14.03.2020 05:00;22;16;6;Leicht bewölkt;2;1;0
14.03.2020 06:00;30;18;12;Leicht bewölkt;2;1;0
14.03.2020 07:00;64;32;32;Leicht bewölkt;3;2;0
14.03.2020 08:00;154;88;66;Leicht bewölkt;4;4;0
14.03.2020 09:00;302;185;117;Leicht bewölkt;5;5;0
14.03.2020 10:00;373;198;175;Leicht bewölkt;7;6;0
14.03.2020 11:00;430;234;196;Leicht bewölkt;8;8;0
14.03.2020 12:00;428;217;211;Leicht bewölkt;9;9;0
14.03.2020 13:00;448;216;232;Leicht bewölkt;10;10;0
14.03.2020 14:00;445;196;249;Leicht bewölkt;10;10;0
14.03.2020 15:00;395;185;210;Leicht bewölkt;10;10;0
14.03.2020 16:00;365;171;194;Leicht bewölkt;9;9;0
14.03.2020 17:00;339;152;187;Leichter Regenschauer;9;9;0
14.03.2020 18:00;297;107;190;Leichter Regenschauer;8;8;0
14.03.2020 19:00;207;91;116;Leichter Regenschauer;7;7;0
14.03.2020 20:00;173;85;88;Leicht bewölkt;7;7;0
14.03.2020 21:00;99;42;57;Leicht bewölkt;6;6;0
14.03.2020 22:00;97;36;61;Leicht bewölkt;5;5;0
14.03.2020 23:00;93;38;55;Leicht bewölkt;4;4;0
15.03.2020 00:00;61;38;23;Leicht bewölkt;3;3;0
15.03.2020 01:00;54;16;38;Leicht bewölkt;2;2;0
15.03.2020 02:00;31;11;20;Leicht bewölkt;2;1;0
15.03.2020 03:00;21;7;14;Leicht bewölkt;2;1;0
15.03.2020 04:00;7;3;4;Leicht bewölkt;1;1;0
15.03.2020 05:00;14;7;7;Leicht bewölkt;1;0;0
15.03.2020 06:00;29;18;11;Leicht bewölkt;1;0;0
15.03.2020 07:00;25;14;11;Leicht bewölkt;3;2;0
15.03.2020 08:00;60;36;24;Leicht bewölkt;5;4;0
15.03.2020 09:00;115;58;57;Leicht bewölkt;7;6;0
15.03.2020 10:00;179;95;84;Leicht bewölkt;8;8;0
15.03.2020 11:00;264;124;140;Leicht bewölkt;10;10;0
15.03.2020 12:00;343;162;181;Leicht bewölkt;12;12;0
15.03.2020 13:00;436;185;251;Leicht bewölkt;13;13;0
15.03.2020 14:00;494;191;303;Leicht bewölkt;13;14;0
15.03.2020 15:00;449;242;207;Leicht bewölkt;14;14;0
15.03.2020 16:00;530;304;226;Leicht bewölkt;13;14;0
15.03.2020 17:00;427;226;201;Leicht bewölkt;13;13;0
15.03.2020 18:00;316;143;173;Leicht bewölkt;12;12;0
15.03.2020 19:00;165;86;79;Leicht bewölkt;11;11;0
15.03.2020 20:00;110;51;59;Leicht bewölkt;10;10;0
15.03.2020 21:00;89;41;48;Leicht bewölkt;9;9;0
15.03.2020 22:00;51;25;26;Leicht bewölkt;7;7;0
15.03.2020 23:00;35;20;15;Leicht bewölkt;6;5;0
16.03.2020 00:00;29;19;10;Leicht bewölkt;4;3;0
16.03.2020 01:00;7;3;4;Leicht bewölkt;3;2;0
16.03.2020 02:00;5;5;0;Leicht bewölkt;3;1;0
16.03.2020 03:00;1;0;1;Leicht bewölkt;2;0;0
16.03.2020 04:00;5;3;2;Leicht bewölkt;2;0;0
16.03.2020 05:00;34;18;16;Leicht bewölkt;2;0;0
16.03.2020 06:00;152;98;54;Leicht bewölkt;2;1;0
16.03.2020 07:00;590;299;291;Leicht bewölkt;4;3;0
16.03.2020 08:00;710;466;244;Leicht bewölkt;6;5;0
16.03.2020 09:00;579;297;282;Leicht bewölkt;8;7;0
16.03.2020 10:00;447;234;213;Leicht bewölkt;10;10;0
16.03.2020 11:00;584;291;293;Leicht bewölkt;12;12;0
16.03.2020 12:00;487;218;269;Leicht bewölkt;14;14;0
16.03.2020 13:00;491;211;280;Leicht bewölkt;14;14;0
16.03.2020 14:00;521;252;269;Leicht bewölkt;15;15;0
16.03.2020 15:00;602;312;290;Leicht bewölkt;15;15;0
16.03.2020 16:00;674;314;360;Leicht bewölkt;14;14;0
16.03.2020 17:00;670;297;373;Leicht bewölkt;13;13;0
16.03.2020 18:00;512;205;307;Leicht bewölkt;13;13;0
16.03.2020 19:00;296;116;180;Leicht bewölkt;11;11;0
16.03.2020 20:00;158;62;96;Leicht bewölkt;10;10;0
16.03.2020 21:00;107;48;59;Leicht bewölkt;9;9;0
16.03.2020 22:00;72;37;35;Leicht bewölkt;7;7;0
16.03.2020 23:00;54;26;28;Leicht bewölkt;6;6;0
17.03.2020 00:00;21;6;15;Leicht bewölkt;5;5;0
17.03.2020 01:00;18;12;6;Leicht bewölkt;5;4;0
17.03.2020 02:00;7;2;5;Leicht bewölkt;5;4;0
17.03.2020 03:00;6;3;3;Leicht bewölkt;4;4;0
17.03.2020 04:00;7;5;2;Leicht bewölkt;4;4;0
17.03.2020 05:00;42;33;9;Leicht bewölkt;4;4;0
17.03.2020 06:00;139;90;49;Leicht bewölkt;4;4;0
17.03.2020 07:00;353;229;124;Leicht bewölkt;6;5;0
17.03.2020 08:00;393;280;113;Leicht bewölkt;8;7;0
17.03.2020 09:00;383;219;164;Leicht bewölkt;9;9;0
17.03.2020 10:00;362;183;179;Leicht bewölkt;11;11;0
17.03.2020 11:00;394;188;206;Leicht bewölkt;13;13;0
17.03.2020 12:00;428;196;232;Leicht bewölkt;14;14;0
17.03.2020 13:00;417;181;236;Leicht bewölkt;15;15;0
17.03.2020 14:00;452;205;247;Leicht bewölkt;15;15;0
17.03.2020 15:00;496;230;266;Leicht bewölkt;16;16;0
17.03.2020 16:00;572;255;317;Leicht bewölkt;15;15;0
17.03.2020 17:00;548;249;299;Leicht bewölkt;14;14;0
17.03.2020 18:00;467;182;285;Leicht bewölkt;13;13;0
17.03.2020 19:00;209;87;122;Leicht bewölkt;12;12;0
17.03.2020 20:00;119;43;76;Leicht bewölkt;10;10;0
17.03.2020 21:00;82;34;48;Leicht bewölkt;9;9;0
17.03.2020 22:00;60;35;25;Leicht bewölkt;8;8;0
17.03.2020 23:00;42;24;18;Bedeckt;8;8;0
18.03.2020 00:00;30;16;14;Bedeckt;7;7;0
18.03.2020 01:00;13;5;8;Bedeckt;7;7;0
18.03.2020 02:00;5;2;3;Leicht bewölkt;6;6;0
18.03.2020 03:00;4;3;1;Leicht bewölkt;6;6;0
18.03.2020 04:00;11;8;3;Leicht bewölkt;6;6;0
18.03.2020 05:00;49;33;16;Leicht bewölkt;5;5;0
18.03.2020 06:00;152;99;53;Leicht bewölkt;5;5;0
18.03.2020 07:00;316;199;117;Leicht bewölkt;7;7;0
18.03.2020 08:00;303;207;96;Leicht bewölkt;9;9;0
18.03.2020 09:00;328;188;140;Leicht bewölkt;11;11;0
18.03.2020 10:00;311;169;142;Leicht bewölkt;13;13;0
18.03.2020 11:00;365;191;174;Leicht bewölkt;14;14;0
18.03.2020 12:00;461;200;261;Leicht bewölkt;16;16;0
18.03.2020 13:00;403;177;226;Leicht bewölkt;17;17;0
18.03.2020 14:00;485;205;280;Leicht bewölkt;17;17;0
18.03.2020 15:00;520;222;298;Leicht bewölkt;17;17;0
18.03.2020 16:00;611;266;345;Leicht bewölkt;16;16;0
18.03.2020 17:00;571;250;321;Leicht bewölkt;16;16;0
18.03.2020 18:00;529;265;264;Leicht bewölkt;15;15;0
18.03.2020 19:00;245;109;136;Leicht bewölkt;14;14;0
18.03.2020 20:00;127;61;66;Leicht bewölkt;12;12;0
18.03.2020 21:00;76;33;43;Leicht bewölkt;11;11;0
18.03.2020 22:00;58;28;30;Leicht bewölkt;10;10;0
18.03.2020 23:00;29;12;17;Leicht bewölkt;9;9;0
19.03.2020 00:00;22;10;12;Leicht bewölkt;8;8;0
19.03.2020 01:00;11;3;8;Leicht bewölkt;7;7;0
19.03.2020 02:00;7;5;2;Leicht bewölkt;7;7;0
19.03.2020 03:00;7;4;3;Leicht bewölkt;6;6;0
19.03.2020 04:00;8;4;4;Leicht bewölkt;6;6;0
19.03.2020 05:00;48;32;16;Leicht bewölkt;6;6;0
19.03.2020 06:00;139;89;50;Leicht bewölkt;6;6;0
19.03.2020 07:00;299;184;115;Leicht bewölkt;8;8;0
19.03.2020 08:00;309;202;107;Leicht bewölkt;10;10;0
19.03.2020 09:00;288;148;140;Leicht bewölkt;11;11;0
19.03.2020 10:00;290;144;146;Leicht bewölkt;13;13;0
19.03.2020 11:00;337;156;181;Leicht bewölkt;15;15;0
19.03.2020 12:00;374;166;208;Leicht bewölkt;17;17;0
19.03.2020 13:00;380;181;199;Leicht bewölkt;17;17;0
19.03.2020 14:00;464;224;240;Leicht bewölkt;18;18;0
19.03.2020 15:00;479;231;248;Leicht bewölkt;18;18;0
19.03.2020 16:00;538;227;311;Leicht bewölkt;18;18;0
19.03.2020 17:00;568;262;306;Leicht bewölkt;17;17;0
19.03.2020 18:00;470;213;257;Leicht bewölkt;17;17;0
19.03.2020 19:00;237;105;132;Leicht bewölkt;16;16;0
19.03.2020 20:00;112;48;64;Leicht bewölkt;16;16;0
19.03.2020 21:00;56;25;31;Leicht bewölkt;15;15;0
19.03.2020 22:00;45;23;22;Leicht bewölkt;13;13;0
19.03.2020 23:00;34;18;16;Leicht bewölkt;11;11;0
20.03.2020 00:00;18;5;13;Leicht bewölkt;10;10;0
20.03.2020 01:00;7;2;5;Leicht bewölkt;9;9;0
20.03.2020 02:00;5;1;4;Leicht bewölkt;8;8;0
20.03.2020 03:00;4;3;1;Leicht bewölkt;7;7;0
20.03.2020 04:00;11;9;2;Leicht bewölkt;6;6;0
20.03.2020 05:00;38;29;9;Leicht bewölkt;6;6;0
20.03.2020 06:00;111;74;37;Leicht bewölkt;6;5;0
20.03.2020 07:00;271;182;89;Leicht bewölkt;7;7;0
20.03.2020 08:00;300;206;94;Leicht bewölkt;9;9;0
20.03.2020 09:00;330;182;148;Leicht bewölkt;11;11;0
20.03.2020 10:00;340;164;176;Leicht bewölkt;13;13;0
20.03.2020 11:00;366;161;205;Leicht bewölkt;14;14;0
20.03.2020 12:00;389;154;235;Leicht bewölkt;16;16;0
20.03.2020 13:00;431;196;235;Leicht bewölkt;17;17;0
20.03.2020 14:00;399;161;238;Leicht bewölkt;17;17;2
20.03.2020 15:00;456;218;238;Leicht bewölkt;18;18;2
20.03.2020 16:00;461;203;258;Leicht bewölkt;17;17;1
20.03.2020 17:00;422;202;220;Stellenweiser Regenfall;17;17;5
20.03.2020 18:00;308;146;162;Stellenweiser Regenfall;17;17;7
20.03.2020 19:00;161;85;76;Stellenweiser Regenfall;16;16;3
20.03.2020 20:00;98;51;47;Leichter Regenschauer;15;15;7
20.03.2020 21:00;64;36;28;Leichter Regenschauer;15;15;9
20.03.2020 22:00;39;11;28;Leichter Regenschauer;13;13;5
20.03.2020 23:00;40;21;19;Leichter Regenschauer;12;12;12
21.03.2020 00:00;16;10;6;Leichter Regenschauer;11;11;25
21.03.2020 01:00;11;5;6;Leichter Regenschauer;10;10;12
21.03.2020 02:00;10;3;7;Mäßiger Regenfall;10;9;5
21.03.2020 03:00;2;2;0;Mäßiger Regenfall;9;8;7
21.03.2020 04:00;8;7;1;Mäßiger Regenfall;9;8;3
21.03.2020 05:00;17;9;8;Leichter Nebel;8;7;0
21.03.2020 06:00;27;14;13;Leichter Nebel;8;7;0
21.03.2020 07:00;50;21;29;Leichter Nebel;8;7;0
21.03.2020 08:00;86;38;48;Leichter Nebel;8;7;0
21.03.2020 09:00;144;81;63;Leichter Nebel;8;6;0
21.03.2020 10:00;156;71;85;Leichter Nebel;8;6;0
21.03.2020 11:00;202;88;114;Bedeckt;8;6;0
21.03.2020 12:00;205;92;113;Bedeckt;8;6;0
21.03.2020 13:00;198;101;97;Bedeckt;8;6;0
21.03.2020 14:00;192;88;104;Bedeckt;8;5;0
21.03.2020 15:00;164;69;95;Bedeckt;8;5;0
21.03.2020 16:00;214;93;121;Bedeckt;7;5;0
21.03.2020 17:00;186;95;91;Bedeckt;7;4;0
21.03.2020 18:00;109;47;62;Bedeckt;7;3;0
21.03.2020 19:00;83;39;44;Bedeckt;6;3;0
21.03.2020 20:00;68;32;36;Bedeckt;6;2;1
21.03.2020 21:00;39;23;16;Bedeckt;5;2;1
21.03.2020 22:00;25;12;13;Bedeckt;5;1;0
21.03.2020 23:00;25;19;6;Nieselregen;5;1;1
22.03.2020 00:00;9;6;3;Nieselregen;5;1;1
22.03.2020 01:00;9;4;5;Nieselregen;4;0;1
22.03.2020 02:00;7;4;3;Nieselregen;4;0;0
22.03.2020 03:00;2;1;1;Nieselregen;4;-1;0
22.03.2020 04:00;2;2;0;Nieselregen;3;-1;0
22.03.2020 05:00;13;4;9;Bewölkt;3;-2;0
22.03.2020 06:00;12;8;4;Bewölkt;2;-2;0
22.03.2020 07:00;11;4;7;Bewölkt;3;-2;0
22.03.2020 08:00;24;9;15;Leicht bewölkt;3;-1;0
22.03.2020 09:00;43;17;26;Leicht bewölkt;4;-1;0
22.03.2020 10:00;71;33;38;Leicht bewölkt;5;1;0
22.03.2020 11:00;71;27;44;Leicht bewölkt;6;2;0
22.03.2020 12:00;92;44;48;Leicht bewölkt;7;4;0
22.03.2020 13:00;123;41;82;Leicht bewölkt;8;4;0
22.03.2020 14:00;228;96;132;Sonnig;8;4;0
22.03.2020 15:00;290;141;149;Sonnig;8;5;0
22.03.2020 16:00;238;123;115;Sonnig;7;4;0
22.03.2020 17:00;215;122;93;Sonnig;6;4;0
22.03.2020 18:00;140;81;59;Sonnig;6;4;0
22.03.2020 19:00;91;42;49;Sonnig;4;2;0
22.03.2020 20:00;63;36;27;Sonnig;3;0;0
22.03.2020 21:00;38;16;22;Sonnig;1;-3;0
22.03.2020 22:00;24;14;10;Sonnig;1;-4;0
22.03.2020 23:00;14;9;5;Sonnig;0;-5;0
23.03.2020 00:00;15;8;7;Sonnig;-1;-7;0
23.03.2020 01:00;7;3;4;Sonnig;-1;-7;0
23.03.2020 02:00;3;1;2;Sonnig;-2;-8;0
23.03.2020 03:00;3;2;1;Sonnig;-2;-8;0
23.03.2020 04:00;7;5;2;Sonnig;-2;-8;0
23.03.2020 05:00;27;18;9;Sonnig;-3;-8;0
23.03.2020 06:00;125;91;34;Sonnig;-3;-9;0
23.03.2020 07:00;254;152;102;Sonnig;-2;-7;0
23.03.2020 08:00;250;160;90;Sonnig;0;-6;0
23.03.2020 09:00;189;106;83;Sonnig;1;-4;0
23.03.2020 10:00;179;87;92;Sonnig;3;-2;0
23.03.2020 11:00;235;110;125;Sonnig;4;0;0
23.03.2020 12:00;279;116;163;Sonnig;6;1;0
23.03.2020 13:00;275;115;160;Sonnig;6;2;0
23.03.2020 14:00;282;137;145;Sonnig;7;2;0
23.03.2020 15:00;323;156;167;Sonnig;7;3;0
23.03.2020 16:00;383;163;220;Sonnig;6;3;0
23.03.2020 17:00;341;155;186;Sonnig;5;3;0
23.03.2020 18:00;283;122;161;Sonnig;4;3;0
23.03.2020 19:00;171;81;90;Sonnig;3;1;0
23.03.2020 20:00;63;30;33;Sonnig;2;-1;0
23.03.2020 21:00;65;28;37;Sonnig;0;-3;0
23.03.2020 22:00;25;10;15;Sonnig;0;-5;0
23.03.2020 23:00;13;9;4;Sonnig;-1;-6;0
24.03.2020 00:00;13;7;6;Sonnig;-2;-7;0
24.03.2020 01:00;17;10;7;Sonnig;-2;-7;0
24.03.2020 02:00;8;3;5;Sonnig;-2;-8;0
24.03.2020 03:00;2;2;0;Sonnig;-3;-8;0
24.03.2020 04:00;6;6;0;Sonnig;-3;-8;0
24.03.2020 05:00;25;14;11;Sonnig;-3;-8;0
24.03.2020 06:00;109;71;38;Sonnig;-3;-8;0
24.03.2020 07:00;239;151;88;Sonnig;-2;-7;0
24.03.2020 08:00;237;156;81;Sonnig;0;-5;0
24.03.2020 09:00;229;130;99;Sonnig;1;-4;0
24.03.2020 10:00;194;99;95;Sonnig;2;-2;0
24.03.2020 11:00;218;104;114;Sonnig;4;-1;0
24.03.2020 12:00;238;114;124;Sonnig;5;1;0
24.03.2020 13:00;295;109;186;Sonnig;6;2;0
24.03.2020 14:00;300;139;161;Sonnig;6;2;0
24.03.2020 15:00;326;132;194;Sonnig;7;3;0
24.03.2020 16:00;384;185;199;Sonnig;6;3;0
24.03.2020 17:00;384;177;207;Sonnig;5;3;0
24.03.2020 18:00;284;111;173;Sonnig;4;3;0
24.03.2020 19:00;143;59;84;Sonnig;3;1;0
24.03.2020 20:00;55;22;33;Sonnig;2;-1;0
24.03.2020 21:00;47;30;17;Sonnig;1;-3;0
24.03.2020 22:00;30;15;15;Sonnig;0;-4;0
24.03.2020 23:00;16;6;10;Sonnig;-1;-5;0
25.03.2020 00:00;8;3;5;Sonnig;-1;-7;0
25.03.2020 01:00;11;10;1;Sonnig;-2;-7;0
25.03.2020 02:00;2;1;1;Sonnig;-2;-7;0
25.03.2020 03:00;1;1;0;Sonnig;-3;-8;0
25.03.2020 04:00;12;10;2;Sonnig;-3;-8;0
25.03.2020 05:00;24;17;7;Sonnig;-3;-8;0
25.03.2020 06:00;116;74;42;Sonnig;-3;-8;0
25.03.2020 07:00;216;136;80;Sonnig;-2;-6;0
25.03.2020 08:00;220;143;77;Leicht bewölkt;0;-5;0
25.03.2020 09:00;175;85;90;Leicht bewölkt;1;-3;0
25.03.2020 10:00;173;83;90;Leicht bewölkt;2;-2;0
25.03.2020 11:00;208;96;112;Leicht bewölkt;4;0;0
25.03.2020 12:00;258;120;138;Leicht bewölkt;5;1;0
25.03.2020 13:00;231;112;119;Leicht bewölkt;5;2;0
25.03.2020 14:00;286;106;180;Leicht bewölkt;6;2;0
25.03.2020 15:00;263;112;151;Leicht bewölkt;6;2;0
25.03.2020 16:00;386;169;217;Leicht bewölkt;6;3;0
25.03.2020 17:00;338;142;196;Leicht bewölkt;6;3;0
25.03.2020 18:00;233;99;134;Leicht bewölkt;5;4;0
25.03.2020 19:00;134;59;75;Leicht bewölkt;4;3;0
25.03.2020 20:00;63;31;32;Leicht bewölkt;3;3;0
25.03.2020 21:00;42;23;19;Leicht bewölkt;2;2;0
25.03.2020 22:00;24;17;7;Leicht bewölkt;1;0;0
25.03.2020 23:00;13;6;7;Leicht bewölkt;0;-2;0
26.03.2020 00:00;13;8;5;Leicht bewölkt;-2;-4;0
26.03.2020 01:00;7;1;6;Leicht bewölkt;-2;-5;0
26.03.2020 02:00;5;2;3;Leicht bewölkt;-3;-6;0
26.03.2020 03:00;3;2;1;Leicht bewölkt;-4;-7;0
26.03.2020 04:00;8;6;2;Leicht bewölkt;-4;-7;0
26.03.2020 05:00;23;13;10;Leicht bewölkt;-4;-6;0
26.03.2020 06:00;108;71;37;Leicht bewölkt;-4;-6;0
26.03.2020 07:00;201;118;83;Leicht bewölkt;-2;-4;0
26.03.2020 08:00;221;138;83;Leicht bewölkt;0;-1;0
26.03.2020 09:00;180;102;78;Leicht bewölkt;2;1;0
26.03.2020 10:00;206;106;100;Leicht bewölkt;3;2;0
26.03.2020 11:00;227;121;106;Leicht bewölkt;5;3;0
26.03.2020 12:00;266;133;133;Leicht bewölkt;6;5;0
26.03.2020 13:00;242;107;135;Leicht bewölkt;7;5;0
26.03.2020 14:00;274;147;127;Leicht bewölkt;7;5;0
26.03.2020 15:00;287;128;159;Leicht bewölkt;7;5;0
26.03.2020 16:00;316;159;157;Leicht bewölkt;6;5;0
26.03.2020 17:00;352;146;206;Leicht bewölkt;6;4;0
26.03.2020 18:00;273;110;163;Leicht bewölkt;5;4;0
26.03.2020 19:00;137;59;78;Leicht bewölkt;3;3;0
26.03.2020 20:00;78;42;36;Leicht bewölkt;2;1;0
26.03.2020 21:00;46;24;22;Leicht bewölkt;1;0;0
26.03.2020 22:00;34;13;21;Leicht bewölkt;0;-1;0
26.03.2020 23:00;12;7;5;Leicht bewölkt;-1;-1;0
27.03.2020 00:00;8;6;2;Leicht bewölkt;-1;-2;0
27.03.2020 01:00;11;6;5;Leicht bewölkt;-2;-2;0
27.03.2020 02:00;10;6;4;Leicht bewölkt;-2;-3;0
27.03.2020 03:00;3;1;2;Leicht bewölkt;-3;-4;0
27.03.2020 04:00;10;7;3;Leicht bewölkt;-3;-3;0
27.03.2020 05:00;23;11;12;Leichter Nebel;-3;-3;0
27.03.2020 06:00;104;70;34;Leichter Nebel;-3;-3;0
27.03.2020 07:00;208;130;78;Leichter Nebel;0;-1;0
27.03.2020 08:00;237;170;67;Bewölkt;2;2;0
27.03.2020 09:00;250;123;127;Bewölkt;4;4;0
27.03.2020 10:00;270;148;122;Bewölkt;6;6;0
27.03.2020 11:00;324;155;169;Leicht bewölkt;8;8;0
27.03.2020 12:00;344;139;205;Leicht bewölkt;10;10;0
27.03.2020 13:00;338;132;206;Leicht bewölkt;11;11;0
27.03.2020 14:00;337;128;209;Leicht bewölkt;11;11;0
27.03.2020 15:00;353;163;190;Leicht bewölkt;12;12;0
27.03.2020 16:00;377;195;182;Leicht bewölkt;11;11;0
27.03.2020 17:00;355;183;172;Leicht bewölkt;10;10;0
27.03.2020 18:00;300;162;138;Leicht bewölkt;9;9;0
27.03.2020 19:00;180;97;83;Leicht bewölkt;8;8;0
27.03.2020 20:00;88;40;48;Leicht bewölkt;7;7;0
27.03.2020 21:00;51;30;21;Leicht bewölkt;6;6;0
27.03.2020 22:00;35;19;16;Leicht bewölkt;5;5;0
27.03.2020 23:00;26;13;13;Leicht bewölkt;4;4;0
28.03.2020 00:00;30;13;17;Leicht bewölkt;3;3;0
28.03.2020 01:00;12;6;6;Leicht bewölkt;2;2;0
28.03.2020 02:00;6;3;3;Leicht bewölkt;2;2;0
28.03.2020 03:00;5;2;3;Leicht bewölkt;2;2;0
28.03.2020 04:00;7;5;2;Leicht bewölkt;3;3;0
28.03.2020 05:00;17;10;7;Bewölkt;3;3;0
28.03.2020 06:00;23;11;12;Bewölkt;3;3;0
28.03.2020 07:00;44;19;25;Bewölkt;5;5;0
28.03.2020 08:00;83;46;37;Bewölkt;6;6;0
28.03.2020 09:00;155;74;81;Bewölkt;7;7;0
28.03.2020 10:00;226;99;127;Bewölkt;9;9;0
28.03.2020 11:00;289;123;166;Bewölkt;10;10;0
28.03.2020 12:00;371;152;219;Bewölkt;12;12;0
28.03.2020 13:00;343;126;217;Bewölkt;12;12;0
28.03.2020 14:00;427;162;265;Leicht bewölkt;13;13;0
28.03.2020 15:00;428;209;219;Leicht bewölkt;13;13;0
28.03.2020 16:00;417;235;182;Leicht bewölkt;13;13;0
28.03.2020 17:00;374;259;115;Leicht bewölkt;13;13;0
28.03.2020 18:00;298;184;114;Leicht bewölkt;12;12;0
28.03.2020 19:00;159;85;74;Leicht bewölkt;11;11;0
28.03.2020 20:00;95;50;45;Leicht bewölkt;10;10;0
28.03.2020 21:00;49;23;26;Leicht bewölkt;9;9;0
28.03.2020 22:00;39;22;17;Leicht bewölkt;8;8;0
28.03.2020 23:00;35;11;24;Leicht bewölkt;7;7;0
29.03.2020 00:00;13;5;8;Leicht bewölkt;7;6;1
29.03.2020 01:00;17;10;7;Leicht bewölkt;6;5;0
29.03.2020 03:00;;;;weather_condition_null;;;
29.03.2020 03:00;5;2;3;Stellenweiser Regenfall;4;3;0
29.03.2020 04:00;5;4;1;Stellenweiser Regenfall;4;3;0
29.03.2020 05:00;8;5;3;Leicht bewölkt;4;3;0
29.03.2020 06:00;17;8;9;Leicht bewölkt;5;3;0
29.03.2020 07:00;12;5;7;Leicht bewölkt;5;3;0
29.03.2020 08:00;12;5;7;Bedeckt;6;4;0
29.03.2020 09:00;42;23;19;Bedeckt;6;4;0
29.03.2020 10:00;57;31;26;Bedeckt;6;4;0
29.03.2020 11:00;90;40;50;Stellenweiser Regenfall;6;4;1
29.03.2020 12:00;83;33;50;Stellenweiser Regenfall;6;3;1
